,feature,scores,pvalues,support
1243,ICD_Dx_56722,262.9664605250206,2.4160021733373935e-57,True
1511,ICD_Dx_6822,218.0544412538246,4.2246523391905065e-48,True
2218,ICD_Dx_99859,285.03842884733643,7.5574086013807925e-62,True
4513,ICD_Dx_K651,584.320077382157,1.0985197262292204e-120,True
4655,ICD_Dx_K9189,256.5151091752973,5.062814929892041e-56,True
4682,ICD_Dx_L02211,237.93242427355503,3.327714902451533e-52,True
5744,ICD_Dx_R188,217.51453082082924,5.464371325976976e-48,True
6588,ICD_Dx_T814XXA,859.2983662843957,1.9774981788696466e-171,True
6589,ICD_Dx_T814XXD,178.4775979042734,7.22533224356695e-40,True
7685,ICD_Dx_Z978,183.28073311681996,7.163220998165674e-41,True
7856,LAB_2075-0_amin,190.18266775807257,2.6001326670286354e-42,True
7943,LAB_26464-8_amax,227.20119138744252,5.431936714183795e-50,True
7957,LAB_26515-7_mean,190.61003775473188,2.1179198768168796e-42,True
7959,LAB_26515-7_amax,429.4415160286783,9.664222549714215e-91,True
8004,LAB_2862-1_amin,190.5821333744712,2.1464754939969207e-42,True
8005,LAB_2862-1_mean,174.83521624369217,4.177298050363123e-39,True
8006,LAB_2862-1_median,181.0797642639686,2.0649179703866833e-40,True
8159,LAB_6690-2_amax,227.1938740008073,5.450867342320644e-50,True
8249,MED_5HT3_Receptor_Antagonists,248.82259632154435,1.9171249048793588e-54,True
8276,MED_Analgesics_Other,275.7788170758661,5.824081561957048e-60,True
8487,MED_Irrigation_Solutions,240.49993519734392,9.853799858140536e-53,True
8501,MED_Low_Molecular_Weight_Heparins,358.22468427019504,1.2943927979900292e-76,True
8555,MED_Opioid_Agonists,281.28341645131917,4.395696077622476e-61,True
8587,MED_Proton_Pump_Inhibitors,180.26371050014228,3.058084134797233e-40,True
8595,MED_Radiographic_Contrast_Media__Iodinated,486.8337420133382,5.853562266423322e-102,True
