,feature,scores,pvalues,support
14,ICD_Dx_0389,130.85151451198996,7.648818011402295e-30,True
460,ICD_Dx_2769,63.83716167483655,1.748010005603708e-15,True
514,ICD_Dx_28860,69.35695914052808,1.112143957697386e-16,True
1024,ICD_Dx_4589,83.14674246388591,1.1736548394041826e-19,True
1243,ICD_Dx_56722,262.9664605250206,2.4160021733373935e-57,True
1511,ICD_Dx_6822,218.0544412538246,4.2246523391905065e-48,True
1825,ICD_Dx_78009,64.70603755191489,1.1324519044100196e-15,True
1890,ICD_Dx_78552,68.3520775842524,1.835446473643535e-16,True
1959,ICD_Dx_78959,78.96588150450498,9.338306591059223e-19,True
2163,ICD_Dx_99591,105.08907683954371,2.315359107349246e-24,True
2164,ICD_Dx_99592,76.94189655180547,2.5517988697602023e-18,True
2200,ICD_Dx_99749,132.49004714801075,3.439096065891308e-30,True
2218,ICD_Dx_99859,285.03842884733643,7.5574086013807925e-62,True
2266,ICD_Dx_A419,133.88010380340296,1.746101053911518e-30,True
2908,ICD_Dx_D72829,119.72684712179137,1.7580903486545794e-27,True
3477,ICD_Dx_G8918,72.30023644337314,2.5669505463720262e-17,True
4450,ICD_Dx_K567,76.70174485549774,2.8752204477294662e-18,True
4513,ICD_Dx_K651,584.320077382157,1.0985197262292204e-120,True
4544,ICD_Dx_K750,76.62593517581448,2.9856019688523567e-18,True
4655,ICD_Dx_K9189,256.5151091752973,5.062814929892041e-56,True
4682,ICD_Dx_L02211,237.93242427355503,3.327714902451533e-52,True
5663,ICD_Dx_R000,144.60870109678507,9.420068613430742e-33,True
5719,ICD_Dx_R109,73.23758567459524,1.6099057443479933e-17,True
5744,ICD_Dx_R188,217.51453082082924,5.464371325976976e-48,True
5882,ICD_Dx_R509,130.7873582218341,7.892058774424191e-30,True
5919,ICD_Dx_R6521,64.96603687809042,9.94537913820112e-16,True
6588,ICD_Dx_T814XXA,859.2983662843957,1.9774981788696466e-171,True
6589,ICD_Dx_T814XXD,178.4775979042734,7.22533224356695e-40,True
7018,ICD_Dx_V5875,79.41825161408234,7.459996822357627e-19,True
7328,ICD_Dx_Z48815,67.22370240503965,3.2223843115980034e-16,True
7597,ICD_Dx_Z9049,66.58689821073006,4.4277231187356045e-16,True
7685,ICD_Dx_Z978,183.28073311681996,7.163220998165674e-41,True
7752,LAB_17861-6_amin,99.68651602720351,3.309302927750979e-23,True
7832,LAB_2028-9_amin,87.03785054492542,1.7081285444373955e-20,True
7835,LAB_2028-9_amax,61.496637968698316,5.633339875023025e-15,True
7837,LAB_20482-6_mean,87.09111270976727,1.6636871356130593e-20,True
7838,LAB_20482-6_median,86.57651102638133,2.146330028233849e-20,True
7839,LAB_20482-6_amax,157.4754470140952,1.832995741422421e-35,True
7844,LAB_20570-8_amin,145.84436675329098,5.167547405252838e-33,True
7845,LAB_20570-8_mean,80.94806015083881,3.4917628088811113e-19,True
7846,LAB_20570-8_median,87.29711128516281,1.502427894890799e-20,True
7856,LAB_2075-0_amin,190.18266775807257,2.6001326670286354e-42,True
7936,LAB_26453-1_amin,127.94570382700687,3.159750462169445e-29,True
7937,LAB_26453-1_mean,71.29098066962266,4.2429466895252775e-17,True
7938,LAB_26453-1_median,78.89927478792836,9.652277067506897e-19,True
7941,LAB_26464-8_mean,89.39282716344393,5.327488643426151e-21,True
7942,LAB_26464-8_median,83.95451827527904,7.864638082755382e-20,True
7943,LAB_26464-8_amax,227.20119138744252,5.431936714183795e-50,True
7951,LAB_26508-2_amax,107.51627539278164,7.019877629313622e-25,True
7955,LAB_26511-6_amax,100.96164880189984,1.76568659831748e-23,True
7957,LAB_26515-7_mean,190.61003775473188,2.1179198768168796e-42,True
7958,LAB_26515-7_median,154.48589879971195,7.801120624668911e-35,True
7959,LAB_26515-7_amax,429.4415160286783,9.664222549714215e-91,True
7984,LAB_2823-3_amin,135.15053798841237,9.400092100253054e-31,True
7996,LAB_28540-3_amin,93.59414901835947,6.68151736148917e-22,True
8004,LAB_2862-1_amin,190.5821333744712,2.1464754939969207e-42,True
8005,LAB_2862-1_mean,174.83521624369217,4.177298050363123e-39,True
8006,LAB_2862-1_median,181.0797642639686,2.0649179703866833e-40,True
8007,LAB_2862-1_amax,116.74162527654254,7.587176810891857e-27,True
8012,LAB_2951-2_amin,132.75992093541254,3.0149714883066923e-30,True
8043,LAB_30385-9_amax,77.30787216251913,2.127544034962704e-18,True
8063,LAB_3094-0_amax,79.64574310617262,6.663444384441882e-19,True
8091,LAB_33037-3_amax,102.36473947904341,8.848057088988735e-24,True
8143,LAB_5905-5_amax,64.25106785015905,1.4214354376212137e-15,True
8157,LAB_6690-2_mean,89.42401068014424,5.245963203172361e-21,True
8158,LAB_6690-2_median,83.43881432547637,1.0154771872030254e-19,True
8159,LAB_6690-2_amax,227.1938740008073,5.450867342320644e-50,True
8163,LAB_6768-6_amax,70.33602959867297,6.827489111484994e-17,True
8175,LAB_711-2_amax,80.87444675178193,3.6216368978462486e-19,True
8180,LAB_718-7_amin,146.0729752980568,4.6243420560376196e-33,True
8181,LAB_718-7_mean,81.40407251358984,2.7848762281566e-19,True
8182,LAB_718-7_median,91.10891429724627,2.2807072575580265e-21,True
8189,LAB_742-7_mean,61.02467248271918,7.13375982093018e-15,True
8190,LAB_742-7_median,60.081470028952374,1.1437651857333017e-14,True
8191,LAB_742-7_amax,139.88077782782352,9.39001179480221e-32,True
8201,LAB_20409-9_mean,72.63834479757718,2.1693165263905032e-17,True
8202,LAB_20409-9_median,70.36724363118519,6.722129137249136e-17,True
8203,LAB_20409-9_amax,84.86324083970618,5.0136381944910655e-20,True
8249,MED_5HT3_Receptor_Antagonists,248.82259632154435,1.9171249048793588e-54,True
8276,MED_Analgesics_Other,275.7788170758661,5.824081561957048e-60,True
8322,MED_Antiinfective_Agents__Misc,148.80569699142848,1.2266207179773271e-33,True
8348,MED_Antiseptics__MouthThroat,66.87514669549591,3.834498978557075e-16,True
