,feature,scores,pvalues,support
64,CCS_Dx_Complications_of_surgical_procedures_or_medical_care,573.2394011000316,1.4094703116977962e-118,True
106,CCS_Dx_Fever_of_unknown_origin,211.46941692983427,9.767804783688964e-47,True
219,CCS_Dx_Peritonitis_and_intestinal_abscess,724.9115300524575,5.328295750341168e-147,True
228,CCS_Dx_Postoperative_Infection,1511.1182808027768,4.1952925975710775e-281,True
242,CCS_Dx_Septicemia_except_in_labor,182.86320035930416,8.756136768623239e-41,True
246,CCS_Dx_Skin_and_subcutaneous_tissue_infections,295.46017475716184,5.751549003301437e-64,True
262,CCS_Dx_Wound_Disruption,199.94928288748034,2.4077938190507293e-44,True
419,LAB_LG10990-6_amin,165.7025426523886,3.42670192022821e-37,True
423,LAB_LG11363-5_amin,195.9188894979067,1.6599838753512852e-43,True
462,LAB_LG32846-4_amax,185.75377572306581,2.1817095247747306e-41,True
478,LAB_LG32857-1_amax,169.1770364090208,6.399562206462627e-38,True
488,LAB_LG32892-8_mean,192.18738996284844,9.9356100926412e-43,True
490,LAB_LG32892-8_amax,459.7998384211284,1.0794381539710507e-96,True
583,LAB_LG5465-2_amin,187.07873559904124,1.1542943155672967e-41,True
584,LAB_LG5465-2_mean,176.07948981788064,2.2934648791515314e-39,True
585,LAB_LG5465-2_median,184.53979291899026,3.9102526192432087e-41,True
619,LAB_LG6373-7_amin,214.56343906937485,2.2316293811126903e-47,True
715,MED_ANALGESICS__NonNarcotic,361.4883968726407,2.8808864804108513e-77,True
716,MED_ANALGESICS__OPIOID,367.5481207869151,1.7753419808323662e-78,True
725,MED_ANTICOAGULANTS,426.9169456010127,3.0338115311555066e-90,True
731,MED_ANTIEMETICS,360.9194187315751,3.743264035310451e-77,True
756,MED_DIAGNOSTIC_PRODUCTS,501.20641970515345,9.569393794135902e-105,True
770,MED_HYPNOTICS,201.20370498927105,1.3207738164661475e-44,True
776,MED_MINERALS__ELECTROLYTES,211.24025132667438,1.089700821113382e-46,True
794,MED_ULCER_DRUGS,395.4465119410632,5.005809714396421e-84,True
