,feature,scores,pvalues,support
0,ICD_Dx_0063,0.0531402293123267,0.8176981171706907,True
1,ICD_Dx_00845,3.231322030453451,0.07231699245501347,True
4,ICD_Dx_0340,0.10630816468787702,0.7444039209820361,True
6,ICD_Dx_03811,0.15950382780024994,0.6896348525552949,True
7,ICD_Dx_03812,0.09567236008769943,0.7571020641812036,True
9,ICD_Dx_0383,8.451080590253872,0.003668122797272301,True
10,ICD_Dx_03842,18.897048966151054,1.4136227546542393e-05,True
11,ICD_Dx_03844,0.0531402293123267,0.8176981171706907,True
12,ICD_Dx_03849,0.1063081646878714,0.7444039209820361,True
14,ICD_Dx_0389,130.85151451198996,7.648818011402295e-30,True
17,ICD_Dx_04104,34.06882625906578,5.737271055597868e-09,True
18,ICD_Dx_04109,18.897048966151097,1.4136227546542393e-05,True
20,ICD_Dx_04111,15.108709869386928,0.00010312235579809397,True
21,ICD_Dx_04112,0.24315308622953544,0.621964808272891,True
23,ICD_Dx_0413,41.28196546643915,1.4706925995412195e-10,True
24,ICD_Dx_04149,29.413011931891138,6.190508203535762e-08,True
26,ICD_Dx_0417,8.451080590253753,0.003668122797272301,True
27,ICD_Dx_04182,18.897048966151125,1.4136227546542393e-05,True
28,ICD_Dx_04183,18.897048966151047,1.4136227546542393e-05,True
29,ICD_Dx_04184,1.296684323121154,0.25488727706909947,True
30,ICD_Dx_04185,16.321081383913288,5.445948874338131e-05,True
31,ICD_Dx_04186,0.18991380711536954,0.6630116476986336,True
32,ICD_Dx_04189,12.796532098789694,0.00035133373059434566,True
33,ICD_Dx_0419,0.10630816468787786,0.7444039209820361,True
34,ICD_Dx_042,0.3405767781544523,0.5595290617244029,True
42,ICD_Dx_0549,0.31925740063359254,0.5720856349992248,True
44,ICD_Dx_07030,0.10630816468787983,0.7444039209820361,True
46,ICD_Dx_07051,0.10630816468788191,0.7444039209820361,True
47,ICD_Dx_07054,0.23934935944207353,0.6247029964228219,True
48,ICD_Dx_07070,0.951030787082538,0.32951544557815715,True
