,feature,scores,pvalues,support
1,CCS_Dx_Abdominal_pain,86.8321066116318,1.8912460964699057e-20,True
8,CCS_Dx_Acute_posthemorrhagic_anemia,97.8025800871999,8.375909289822545e-23,True
14,CCS_Dx_Allergic_reactions,99.7028051690781,3.28284681326908e-23,True
23,CCS_Dx_Bacterial_infection_unspecified_site,99.68545181250218,3.311038785152119e-23,True
56,CCS_Dx_Cardiac_dysrhythmias,78.66258911928774,1.0855921124582098e-18,True
64,CCS_Dx_Complications_of_surgical_procedures_or_medical_care,573.2394011000316,1.4094703116977962e-118,True
80,CCS_Dx_Diseases_of_white_blood_cells,160.4408824119938,4.362688523457176e-36,True
106,CCS_Dx_Fever_of_unknown_origin,211.46941692983427,9.767804783688964e-47,True
107,CCS_Dx_Fluid_and_electrolyte_disorders,150.4499460014451,5.522648860474393e-34,True
137,CCS_Dx_Intestinal_obstruction_without_hernia,157.79907747293962,1.5671173707717146e-35,True
158,CCS_Dx_Nausea_and_vomiting,80.30541625124488,4.803071599190323e-19,True
174,CCS_Dx_Other_aftercare,82.09714127788342,1.9748356048524093e-19,True
193,CCS_Dx_Other_gastrointestinal_disorders,161.96275813049562,2.089376330192095e-36,True
198,CCS_Dx_Other_injuries_and_conditions_due_to_external_causes,82.34124848084602,1.7497014165579882e-19,True
199,CCS_Dx_Other_liver_diseases,80.12512745149732,5.252586027648851e-19,True
202,CCS_Dx_Other_nervous_system_disorders,90.11766338785738,3.7227913420576505e-21,True
219,CCS_Dx_Peritonitis_and_intestinal_abscess,724.9115300524575,5.328295750341168e-147,True
222,CCS_Dx_Pleurisy_pneumothorax_pulmonary_collapse,86.00788395809525,2.8441970824758007e-20,True
228,CCS_Dx_Postoperative_Infection,1511.1182808027768,4.1952925975710775e-281,True
229,CCS_Dx_Postoperative_Shock,61.871398271818045,4.670375776503073e-15,True
236,CCS_Dx_Respiratory_failure_insufficiency_arrest_adult,80.5555638850178,4.242424787198855e-19,True
242,CCS_Dx_Septicemia_except_in_labor,182.86320035930416,8.756136768623239e-41,True
244,CCS_Dx_Shock,107.04514608908059,8.84910892969601e-25,True
246,CCS_Dx_Skin_and_subcutaneous_tissue_infections,295.46017475716184,5.751549003301437e-64,True
262,CCS_Dx_Wound_Disruption,199.94928288748034,2.4077938190507293e-44,True
299,LAB_19023-1_amin,58.84034682862251,2.129414619131969e-14,True
327,LAB_20570-8_amin,143.41002518387566,1.6869621178945893e-32,True
328,LAB_20570-8_mean,80.34266543785024,4.715109824968335e-19,True
329,LAB_20570-8_median,85.24144008158292,4.157163947494044e-20,True
340,LAB_26508-2_mean,66.69838476602524,4.1881006430036166e-16,True
341,LAB_26508-2_median,58.24687700686986,2.86675234408637e-14,True
342,LAB_26508-2_amax,122.35420105013422,4.8597364104296185e-28,True
370,LAB_30385-9_amax,68.4115735920236,1.7817909089883037e-16,True
402,LAB_5905-5_amax,80.68156814385394,3.9853197894007245e-19,True
419,LAB_LG10990-6_amin,165.7025426523886,3.42670192022821e-37,True
423,LAB_LG11363-5_amin,195.9188894979067,1.6599838753512852e-43,True
446,LAB_LG1314-6_amax,89.89817194012201,4.149528615984369e-21,True
450,LAB_LG13614-9_amax,108.98555221923644,3.4102602979959745e-25,True
451,LAB_LG1777-4_amin,71.58921579937143,3.6573364883521865e-17,True
460,LAB_LG32846-4_mean,82.59939865252709,1.5394947047535833e-19,True
461,LAB_LG32846-4_median,72.31420338239,2.5491642956940973e-17,True
462,LAB_LG32846-4_amax,185.75377572306581,2.1817095247747306e-41,True
470,LAB_LG32849-8_amax,88.33486837826484,8.990532131205158e-21,True
471,LAB_LG32850-6_amin,131.61003564507973,5.2828502453642144e-30,True
472,LAB_LG32850-6_mean,73.04171860462198,1.774730502912821e-17,True
473,LAB_LG32850-6_median,76.45390212266578,3.2520771227695393e-18,True
476,LAB_LG32857-1_mean,65.44386683851435,7.834104365542571e-16,True
478,LAB_LG32857-1_amax,169.1770364090208,6.399562206462627e-38,True
484,LAB_LG32885-2_mean,61.28738964245034,6.2550417851466094e-15,True
